,tweet_id,cluster_id
3020,1436407412806852608,0
4841,1437262241410260992,0
1960,1437117111730589696,0
3334,1435365001154514944,0
3456,1436335869632339968,0
3225,1436279488023777280,0
3929,1436670125055299584,0
1464,1435345451675422720,0
2423,1436827975929024512,0
2062,1435941930207174656,0
2557,1436871704228339712,0
4430,1436029931465715712,0
4986,1435972753132195840,0
2012,1436369150335766528,0
4150,1437055364898467840,0
2719,1435501967485325312,0
422,1435622524579192832,0
93,1436732704142336000,0
3863,1444063368915132416,0
2243,1444049471004987392,0
3589,1436833570908147712,0
381,1435440598488600576,0
2052,1435344488919093248,0
1024,1437274381894443008,0
3335,1436899067758583808,0
2737,1436926225222668288,0
3052,1437091636568371200,0
3360,1435418654473138176,0
1850,1435437367251415040,0
230,1435796841879248896,0
3174,1435358535873966080,0
1119,1444277061342879744,0
4465,1436013744853770240,0
1330,1436594579457859584,0
1496,1435070397179912192,0
4641,1436362991516241920,0
2008,1437070118211698688,0
4653,1435120310869762048,0
114,1435305936453767168,0
4167,1436383990429229056,0
3363,1435647727979859968,0
2057,1444142248254480384,0
4483,1435791349618548736,0
2751,1435069918861529088,0
4441,1435378054562557952,0
4051,1435632733859028992,0
1682,1435657178690564096,0
946,1435346393200214016,0
990,1437194620006543360,0
781,1436337130389839872,0
4640,1435389832503734272,0
642,1435798890993930240,0
3029,1435336306662518784,0
2786,1436713859163869184,0
1252,1435398538188500992,0
918,1444060862575259648,0
1116,1436113899313680384,0
98,1436027842178035712,0
2139,1436092514449170432,0
1514,1436079158904463360,0
4508,1435298624909549568,0
2962,1436318582175117312,0
2900,1437087349544996864,0
4071,1435975893541851136,0
183,1436351786948911104,0
1025,1444160224445804544,0
1896,1436654725101936640,0
3892,1435436141826695168,0
4593,1436814048436293632,0
3432,1436144064248827904,0
2947,1437048331897905152,0
856,1435025866812280832,0
475,1435094372035485696,0
4688,1444283800071114752,0
703,1444091772590772224,0
1734,1444074491240488960,0
4187,1435033347554676736,0
2443,1435378872950870016,0
4689,1436862241459130368,0
3770,1435118866590355456,0
3074,1435295033658384384,0
187,1435547402837106688,0
4583,1437251927230881792,0
500,1435802192393408512,0
2213,1436525302398717952,0
814,1435949975855378432,0
3035,1435346053558153216,0
1673,1436465803780661248,0
2558,1436709236289982464,0
1102,1437281106240450560,0
4581,1435286041280253952,0
585,1435301693353336832,0
4234,1436071180532961280,0
145,1436698585169530880,0
2035,1437260654264659968,0
415,1435390264441556992,0
2957,1436850718208634880,0
2466,1436502313317937152,0
3960,1444063923054026752,0
1324,1435421809692839936,0
1869,1436044200655691776,0
4914,1436364127077900288,0
407,1435430555374522368,0
3550,1436321549620031488,0
2263,1437220672216895488,0
2913,1436809541363060736,0
54,1435745436606795776,0
2316,1437194665086889984,0
4724,1444449325979951104,0
4406,1435362912294559744,0
909,1444068970252877824,0
3393,1436671395031887872,0
1143,1437110714150313984,0
778,1435572594774847488,0
1309,1435615054490181632,0
1986,1435372180339138560,0
2566,1437157669618466816,0
2354,1435343645453037568,0
4312,1435267039699034112,0
3559,1437118620925038592,0
3613,1435803729513566208,0
753,1444432931540410368,0
852,1436080813641281536,0
4946,1435392398603997184,0
3687,1435161329929625600,0
3264,1435251894168006656,0
4114,1435921683832000512,0
1146,1435399594893090816,0
2830,1436123074697519104,0
966,1436484654362726400,0
1437,1437204331212812288,0
4620,1435345472546349056,0
4015,1435405275817709568,0
10,1435435477092425728,0
1754,1437089826831048704,0
1553,1435440096958984192,0
3416,1436879157988823040,0
2415,1435978907493228544,0
452,1437092637606023168,0
2765,1435116831660982272,0
4042,1435230926682923008,0
2750,1436033907951128576,0
515,1435392306761375744,0
2320,1444045734412697600,0
4953,1435807953408430080,0
4995,1436688481242255360,0
545,1436293587730378752,0
851,1437214026510094336,0
1842,1444079203838726144,0
1204,1435977966459232256,0
1849,1436745225540620288,0
4602,1436880971375255552,0
2455,1435026531626233856,0
3209,1435435333836058624,0
2767,1435235508226072576,0
3782,1435810515088035840,0
1582,1436304376994410496,0
2764,1444355564516134912,0
3593,1437152579851591680,0
737,1437028823728472064,0
704,1435995135964237824,0
40,1436474975297359872,0
1257,1435263584817360896,0
247,1436332554848768000,0
3501,1435455512376655872,0
1637,1435120152983572480,0
4348,1435497797843828736,0
1577,1435390189589962752,0
2628,1437046895340367872,0
2059,1437160790738542592,0
3457,1444383888223133696,0
2740,1436557440699543552,0
2550,1436449531982458880,0
444,1436497792344723456,0
4961,1436084214529724416,0
2689,1436150634865119232,0
2670,1435434545726304256,0
3819,1435074390274809856,0
2747,1435806480511475712,0
4990,1436433597259522048,0
58,1435119226780585984,0
3735,1436466801148403712,0
2385,1444438858012188672,0
4872,1435116923696652288,0
3591,1437147457520013312,0
2599,1436300761483390976,0
2610,1435059603713183744,0
831,1435304870219759616,0
1339,1435293610690420736,0
4699,1436847129633427456,0
3281,1435682523347030016,0
4293,1444404190739042304,0
3071,1435627872249688064,0
4069,1444058818221072384,0
1566,1436672395843153920,0
301,1435389143207526400,0
1868,1435937303768281088,0
4803,1436073828661202944,0
1261,1435087102060937216,0
2129,1435271027660054528,0
4280,1435118176283635712,0
1735,1437186864906072064,0
2603,1435675112758448128,0
1847,1436844607845896192,0
3406,1436691631080607744,0
1230,1444524152812101632,0
4169,1436087984206528512,0
3806,1436799848494292992,0
416,1436703155459436544,0
1818,1436092497504178176,0
4966,1435566388907843584,0
4847,1435937330704097280,0
1126,1436804608941248512,0
1660,1435021056956375040,0
2166,1437190710688636928,0
1460,1437244531947212800,0
2692,1436474162940350464,0
1368,1436468809192415232,0
2974,1435349837633970176,0
2009,1435436811904589824,0
4891,1435782800913936384,0
4885,1435437141438390272,0
4008,1435314603488124928,0
3990,1437119766213300224,0
2439,1444083331084214272,0
626,1435986715513171968,0
4219,1436119322611621888,0
4681,1436158866870394880,0
4957,1435640358776590336,0
2649,1435433628931137536,0
766,1435025518898843648,0
4451,1444473273954209792,0
1212,1437290223075987456,0
4851,1435025664231542784,0
2068,1435346516051378176,0
3436,1435553991413350400,0
3555,1435343719922819072,0
1113,1435755058197680128,0
4649,1435431983014977536,0
672,1436828841381609472,0
2578,1436778553622806528,0
3896,1435118791927771136,0
1026,1435672918260862976,0
3835,1435348893458386944,0
3421,1444093178353750016,0
4133,1435299846089498624,0
490,1435391694388744192,0
3558,1435391010788491264,0
2282,1435762788878757888,0
4778,1435447884086919168,0
1401,1435388481560252416,0
4383,1435029451688058880,0
1362,1435300452715966464,0
2014,1436735967810002944,0
2054,1435391651346882560,0
1289,1436928384249044992,0
4334,1435113659395624960,0
710,1435070629913538560,0
4983,1436422273808932864,0
3493,1437149012923142144,0
1452,1435622425576845312,0
