,tweet_id
93,1436732704142336000
2415,1435978907493228544
3020,1436407412806852608
2213,1436525302398717952
1960,1437117111730589696
2822,1436109994039013376
783,1444416908082782208
3967,1437076982462832640
3984,1437148948477747200
4613,1444417389345529856
266,1435429899498627072
158,1436068258763853824
1766,1435311812459831296
1434,1436261549543501824
4113,1435398068061589504
