,tweet_id
2415,1435978907493228544
4154,1435388277859696640
2213,1436525302398717952
93,1436732704142336000
1557,1436798027394691072
3467,1436773118819934208
2498,1436635098133172224
2501,1437083458338181120
3636,1436042284307525632
471,1435163724537552896
3412,1436278323471077376
266,1435429899498627072
158,1436068258763853824
333,1436059840238047232
2245,1436113308348715008
