,tweet_id
3020,1436407412806852608
1960,1437117111730589696
1464,1435345451675422720
4986,1435972753132195840
3334,1435365001154514944
3188,1435421091443449856
4517,1435332450419462144
3382,1435578715573035008
1363,1437068125804040192
3967,1437076982462832640
1766,1435311812459831296
158,1436068258763853824
4113,1435398068061589504
266,1435429899498627072
1371,1437081187047157760
